,date,link,model,nb_replies,nb_views,title,user
670,2 months ago,/thread/8166426,iphone_7,0 replies,25 views,iphone 7 & Bose headphones issue,asked by Jeffwillers
671,latest reply 2 months ago                             by madra31,/thread/8164360,iphone_7,1 reply,308 views,No service/searching for service,asked by Taylor.mckayla
672,latest reply 2 months ago                             by vinayvinc,/thread/8166019,iphone_7,2 replies,46 views,faulty model number,asked by vinayvinc
673,latest reply 2 months ago                             by seventy one,/thread/8166045,iphone_7,6 replies,67 views,"Injustice on replacement by Apple, now what?",asked by Anky786
674,latest reply 2 months ago                             by madra31,/thread/8166066,iphone_7,1 reply,27 views,battery dies quick since OS11,asked by nalyjo
675,latest reply 2 months ago                             by rzeidler,/thread/8068324,iphone_7,9 replies,"2,523 views",iPhone X pull down screen/shrink screen,asked by Billzybub
676,latest reply 2 months ago                             by madra31,/thread/8164340,iphone_7,1 reply,32 views,iphone 7 calling issues,asked by DarrenJMeurer
677,latest reply 2 months ago                             by ProustGiulio,/thread/8154771,iphone_7,8 replies,156 views,iPhone 7 -   full battery charging time takes 6 hours,asked by sccatke
678,latest reply 2 months ago                             by Tesserax,/thread/8164229,iphone_7,1 reply,30 views,Phone is unresponsive and won't power off when the button is held down,asked by smctagg
679,latest reply 2 months ago                             by Euclid47,/thread/8163964,iphone_7,1 reply,25 views,Cancel/Stop Text Message When Attachments Freeze,asked by Euclid47
680,latest reply 2 months ago                             by swiinky,/thread/8163162,iphone_7,4 replies,48 views,restoring from backup fails during updating firmware,asked by swiinky
681,latest reply 2 months ago                             by Punisher667,/thread/8163362,iphone_7,2 replies,59 views,iPhone 6s plus microfon problem,asked by Punisher667
682,2 months ago,/thread/8162871,iphone_7,0 replies,26 views,iOS 11 system freeze,asked by waymon85
683,latest reply 2 months ago                             by KiltedTim,/thread/8162351,iphone_7,1 reply,32 views,ios 11 destroyed my phone,asked by Steinar Þór Oddsson
684,latest reply 2 months ago                             by donbenjamin0,/thread/8160086,iphone_7,1 reply,179 views,Can I use the Lightning to 3.5mm adapter to record audio from an external microphone with an iPhone 7?,asked by grmackintosh
685,latest reply 2 months ago                             by Stephensamuel,/thread/8160341,iphone_7,2 replies,73 views,iPhone 7 Receiver Volume Very Low,asked by Stephensamuel
686,2 months ago,/thread/8160832,iphone_7,0 replies,27 views,Iphone 7,asked by Jacek80
687,2 months ago,/thread/8160622,iphone_7,0 replies,25 views,imessage dates resets,asked by elibt
688,latest reply 2 months ago                             by seventy one,/thread/8160442,iphone_7,1 reply,40 views,Does iphone 7 screen replacement includes lcd screen?,asked by meagod
689,2 months ago,/thread/8160443,iphone_7,0 replies,28 views,Does iPhone screen replacement by apple includes Display Adhesive,asked by meagod
690,latest reply 2 months ago                             by ShinehahGnolaum,/thread/8157148,iphone_7,6 replies,101 views,What is that socket called where you insert your charge cable?,asked by ShinehahGnolaum
691,latest reply 2 months ago                             by Kappy,/thread/8160282,iphone_7,1 reply,31 views,My Iphone 7 has stooped working. It entered into auto startup mode. Touch screen stopped working. I tried to update. I failed. Eventually i restored my phone. It wo ...,asked by drtauqeer
692,latest reply 2 months ago                             by edwardtkl,/thread/7788323,iphone_7,2 replies,486 views,iPhone 7 & Galileo GNSS,asked by raduzl74
693,latest reply 2 months ago                             by Briansyddall,/thread/8159164,iphone_7,1 reply,37 views,My phone is not turning on --error 56,asked by Naghamkn
694,2 months ago,/thread/8159251,iphone_7,0 replies,23 views,Apple logo shows on my iphone 7 then it turns off.,asked by jjlucero
695,latest reply 2 months ago                             by tuantq260388,/thread/8156849,iphone_7,2 replies,380 views,Restore messages,asked by Twalkersavage
696,latest reply 2 months ago                             by madra31,/thread/8158703,iphone_7,1 reply,40 views,Inability to press any app on the home screen or power off my phone,asked by atbrady
697,latest reply 2 months ago                             by Littyboy,/thread/8128398,iphone_7,16 replies,"1,439 views",iPhone 7 stuck at black apple logo,asked by bnixon67
698,latest reply 2 months ago                             by madra31,/thread/8157635,iphone_7,1 reply,32 views,Iphone 7 water damage,asked by jt_villanueva
699,latest reply 2 months ago                             by madra31,/thread/8156342,iphone_7,2 replies,38 views,Speaker warranty voided?,asked by Bilzaaa
700,latest reply 2 months ago                             by panchososa694,/thread/8155528,iphone_7,1 reply,32 views,"i,cannot,download,my,Lapps,from,my,phone,face,internet,games,from,i,phone,to,pad",asked by lisacarranco
701,latest reply 2 months ago                             by Allen A,/thread/8154546,iphone_7,1 reply,38 views,full body change,asked by satty91
702,latest reply 2 months ago                             by Briansyddall,/thread/8152733,iphone_7,3 replies,300 views,Iphone 7 not recognized on windows 10,asked by drowell47
703,latest reply 2 months ago                             by stevejobsfan0123,/thread/8151900,iphone_7,2 replies,54 views,Type I and get a ?,asked by Roxknixon
704,latest reply 2 months ago                             by patrickflink,/thread/8153328,iphone_7,2 replies,220 views,"How do I delete links from ""Frequently visited"" in Safari? (iOS 11)",asked by patrickflink
705,latest reply 2 months ago                             by Briansyddall,/thread/8153161,iphone_7,2 replies,48 views,iPhone 7 suddenly turn off,asked by aztab
706,latest reply 2 months ago                             by Rudegar,/thread/8152991,iphone_7,1 reply,22 views,Disabled iPhone Issue,asked by Pdiddy13
707,2 months ago,/thread/8152036,iphone_7,0 replies,75 views,IOS 11.1 iPhone 7 freeze,asked by Kross76
708,latest reply 2 months ago                             by Robert Rogers,/thread/8149878,iphone_7,1 reply,134 views,"I have upgraded my storage and received a notification of the money withdrawal, but this is not showing on my iphone neither icloud webpage.. does it usually take s ...",asked by Mfsjse
709,latest reply 2 months ago                             by jameson.h,/thread/8150298,iphone_7,1 reply,29 views,"Unable,to,connect,Phone,7,Bluetooth,with,car",asked by Ali305
710,latest reply 2 months ago                             by ChrisJ4203,/thread/8146185,iphone_7,3 replies,172 views,iPhone 7 screen shot and reset not working,asked by Jinxxycat
711,latest reply 2 months ago                             by Michael Black,/thread/8149414,iphone_7,1 reply,207 views,New battery in reurbished phones?,asked by hjw2674r7
712,2 months ago,/thread/8150530,iphone_7,0 replies,11 views,Spinning gear doesn't stop,asked by Ali305
713,latest reply 2 months ago                             by Tesserax,/thread/8150427,iphone_7,2 replies,27 views,escalation,asked by yogirao
714,latest reply 2 months ago                             by IdrisSeabright,/thread/8149941,iphone_7,2 replies,22 views,Only used iPhone 7 for just over a year - the power button is not 'clicking' anymore,asked by thelittleboy
715,latest reply 2 months ago                             by madra31,/thread/8147954,iphone_7,1 reply,72 views,how tf do i fix my phone!!!!,asked by kiiiiiimnnnjhvctux
716,latest reply 2 months ago                             by julieda,/thread/8149395,iphone_7,3 replies,278 views,"Why does my phone replace the letter ""I"" with an ""A"" and a ""?"" inside a square?",asked by 1249999
717,2 months ago,/thread/8149204,iphone_7,0 replies,7 views,Incorrect email address displayed with one of my contacts,asked by John Augustin
718,latest reply 2 months ago                             by lllaass,/thread/8148753,iphone_7,1 reply,17 views,Vibrate mode of my iphone7 is not working,asked by Mazharuddin
719,latest reply 2 months ago                             by timeslut,/thread/7703431,iphone_7,18 replies,"13,186 views",IPhone 7 - Speakerphone issues.,asked by reddy88
720,latest reply 2 months ago                             by Rysz,/thread/8147927,iphone_7,2 replies,73 views,iPhone 7 overheating question,asked by decd123
721,latest reply 2 months ago                             by jeremy_v,/thread/8145975,iphone_7,3 replies,57 views,Not receiving invitation for Apple Music Family,asked by dianeellis
722,latest reply 2 months ago                             by KiltedTim,/thread/8145861,iphone_7,1 reply,59 views,256gb iphone 7,asked by compfixer
723,latest reply 2 months ago                             by vox.org,/thread/8075284,iphone_7,2 replies,28 views,qi through case,asked by erikbock
724,latest reply 2 months ago                             by KiltedTim,/thread/8146940,iphone_7,1 reply,30 views,iPhone 7 'button' almost fell out then the phone stopped working,asked by gabyvlad96
725,latest reply 2 months ago                             by Keith Doherty3,/thread/8146873,iphone_7,1 reply,43 views,Alternative if both Assistive Touch and Home button fails,asked by lakshmipooja25
726,latest reply 2 months ago                             by lakshmipooja25,/thread/8146815,iphone_7,5 replies,40 views,What is the expected lifetime of home button,asked by lakshmipooja25
727,latest reply 2 months ago                             by PHA39,/thread/8102329,iphone_7,2 replies,425 views,Apple Upgrade Program as a T-Mobile customer,asked by PHA39
728,latest reply 2 months ago                             by KiltedTim,/thread/8146518,iphone_7,1 reply,74 views,no cell phone service,asked by jbirch08
729,latest reply 2 months ago                             by joe_7399,/thread/8145007,iphone_7,1 reply,70 views,Messages App freaking out after iOS 11.1 update,asked by caleb__stephen
730,2 months ago,/thread/8145890,iphone_7,0 replies,30 views,iOS 11 Update- Voicemail Issue,asked by VWW8255
731,latest reply 2 months ago                             by man_Vyas,/thread/8145330,iphone_7,6 replies,51 views,2 week old iPhone7 is in repair since past 10days,asked by man_Vyas
732,latest reply 2 months ago                             by VipsVips,/thread/7669670,iphone_7,136 replies,"41,887 views",Iphone 7 and 7 plus's screen dimmer/yellowish than iphone 6 and 5s,asked by Wayira
733,latest reply 2 months ago                             by LeonidasG,/thread/7675619,iphone_7,22 replies,"12,251 views",iPhone 7's home button and sport armband,asked by GleetchDE
734,latest reply 2 months ago                             by madra31,/thread/8144621,iphone_7,1 reply,28 views,iphone 7 black screen,asked by suzanne045
735,2 months ago,/thread/8144538,iphone_7,0 replies,32 views,Battery draining after iOS 11 upgrade on Pre iPhone 8 or iPhone X models.,asked by AnnP1968
736,latest reply 2 months ago                             by lllaass,/thread/8143439,iphone_7,1 reply,177 views,"My iPhone 7 overheated, and now it won't start and makes a beeping noise when charging! What do I do?",asked by poppolarbear
